salary,overOneMounth,,Apprentissage,CDD,CDI,Freelance,Intérim,business intelligence,data analyst,data engineer,data scientist,développeur,Bordeaux,Lyon,Nantes,Paris,Toulouse
,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
35000.0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0
,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
45000.0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
50000.0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
40000.0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
900.0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
51500.0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0
,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
51500.0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
47500.0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
44000.0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
65000.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
75000.0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
50000.0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
52500.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
45500.0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
45000.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
52500.0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
73500.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
600.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0
,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0
,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
14400.0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
45500.0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
45000.0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
41000.0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
53000.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
57500.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
52500.0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
70000.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
53000.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
70000.0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
67500.0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
37500.0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
35000.0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
50000.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
